ID,card_id,kind,type,quality,level,item_id,item_num,item_id1,item_num1
57,110103,war,monster,rare,3,100001,33,300002,1
58,110104,war,monster,rare,4,100001,46,300002,1
59,110105,war,monster,rare,5,100001,67,300002,1
60,110106,war,monster,rare,6,100001,103,300002,1
61,110111,war,monster,epic,1,100001,209,300004,1
62,110112,war,monster,epic,2,100001,214,300004,1
63,110113,war,monster,epic,3,100001,223,300004,1
64,110114,war,monster,epic,4,100001,240,300004,1
65,110115,war,monster,epic,5,100001,267,300004,1
66,110116,war,monster,epic,6,100001,311,300004,1
67,110117,war,monster,epic,7,100001,378,300004,1
68,110118,war,monster,epic,8,100001,471,300004,1
69,110121,war,monster,rarity,1,100001,125,300003,1
70,110122,war,monster,rarity,2,100001,130,300003,1
71,110123,war,monster,rarity,3,100001,138,300003,1
72,110124,war,monster,rarity,4,100001,153,300003,1
73,110125,war,monster,rarity,5,100001,177,300003,1
74,110126,war,monster,rarity,6,100001,217,300003,1
75,110127,war,monster,rarity,7,100001,277,300003,1
76,110131,war,monster,rarity,1,100001,125,300003,1
77,110132,war,monster,rarity,2,100001,130,300003,1
78,110133,war,monster,rarity,3,100001,138,300003,1
79,110134,war,monster,rarity,4,100001,153,300003,1
80,110135,war,monster,rarity,5,100001,177,300003,1
81,110136,war,monster,rarity,6,100001,217,300003,1
82,110137,war,monster,rarity,7,100001,277,300003,1
83,110141,war,monster,epic,1,100001,209,300004,1
84,110142,war,monster,epic,2,100001,214,300004,1
85,110143,war,monster,epic,3,100001,223,300004,1
86,110144,war,monster,epic,4,100001,240,300004,1
87,110145,war,monster,epic,5,100001,267,300004,1
88,110146,war,monster,epic,6,100001,311,300004,1
89,110147,war,monster,epic,7,100001,378,300004,1
90,110148,war,monster,epic,8,100001,471,300004,1
91,110151,war,monster,rarity,1,100001,125,300003,1
92,110152,war,monster,rarity,2,100001,130,300003,1
93,110153,war,monster,rarity,3,100001,138,300003,1
94,110154,war,monster,rarity,4,100001,153,300003,1
95,110155,war,monster,rarity,5,100001,177,300003,1
96,110156,war,monster,rarity,6,100001,217,300003,1
97,110157,war,monster,rarity,7,100001,277,300003,1
98,110161,war,monster,normal,1,100001,4,300001,1
99,110162,war,monster,normal,2,100001,8,300001,1
100,110163,war,monster,normal,3,100001,15,300001,1
101,110164,war,monster,normal,4,100001,26,300001,1
102,110165,war,monster,normal,5,100001,45,300001,1
103,110171,war,monster,normal,1,100001,4,300001,1
104,110172,war,monster,normal,2,100001,8,300001,1
105,110173,war,monster,normal,3,100001,15,300001,1
106,110174,war,monster,normal,4,100001,26,300001,1
107,110175,war,monster,normal,5,100001,45,300001,1
108,110181,war,monster,rare,1,100001,21,300002,1
109,110182,war,monster,rare,2,100001,25,300002,1
110,110183,war,monster,rare,3,100001,33,300002,1
111,110184,war,monster,rare,4,100001,46,300002,1
112,110185,war,monster,rare,5,100001,67,300002,1
113,110186,war,monster,rare,6,100001,103,300002,1
114,110191,war,monster,rare,1,100001,21,300002,1
115,110192,war,monster,rare,2,100001,25,300002,1
116,110193,war,monster,rare,3,100001,33,300002,1
117,110194,war,monster,rare,4,100001,46,300002,1
118,110195,war,monster,rare,5,100001,67,300002,1
119,110196,war,monster,rare,6,100001,103,300002,1
120,120011,fortune,monster,normal,1,100001,4,300001,1
121,120012,fortune,monster,normal,2,100001,8,300001,1
122,120013,fortune,monster,normal,3,100001,15,300001,1
123,120014,fortune,monster,normal,4,100001,26,300001,1
124,120015,fortune,monster,normal,5,100001,45,300001,1
125,120021,fortune,monster,normal,1,100001,4,300001,1
126,120022,fortune,monster,normal,2,100001,8,300001,1
127,120023,fortune,monster,normal,3,100001,15,300001,1
128,120024,fortune,monster,normal,4,100001,26,300001,1
129,120025,fortune,monster,normal,5,100001,45,300001,1
130,120031,fortune,monster,normal,1,100001,4,300001,1
131,120032,fortune,monster,normal,2,100001,8,300001,1
132,120033,fortune,monster,normal,3,100001,15,300001,1
133,120034,fortune,monster,normal,4,100001,26,300001,1
134,120035,fortune,monster,normal,5,100001,45,300001,1
135,120041,fortune,monster,rare,1,100001,21,300002,1
136,120042,fortune,monster,rare,2,100001,25,300002,1
137,120043,fortune,monster,rare,3,100001,33,300002,1
138,120044,fortune,monster,rare,4,100001,46,300002,1
139,120045,fortune,monster,rare,5,100001,67,300002,1
140,120046,fortune,monster,rare,6,100001,103,300002,1
141,120051,fortune,monster,rare,1,100001,21,300002,1
142,120052,fortune,monster,rare,2,100001,25,300002,1
143,120053,fortune,monster,rare,3,100001,33,300002,1
144,120054,fortune,monster,rare,4,100001,46,300002,1
145,120055,fortune,monster,rare,5,100001,67,300002,1
146,120056,fortune,monster,rare,6,100001,103,300002,1
147,120061,fortune,monster,rare,1,100001,21,300002,1
148,120062,fortune,monster,rare,2,100001,25,300002,1
149,120063,fortune,monster,rare,3,100001,33,300002,1
150,120064,fortune,monster,rare,4,100001,46,300002,1
151,120065,fortune,monster,rare,5,100001,67,300002,1
152,120066,fortune,monster,rare,6,100001,103,300002,1
153,120071,fortune,monster,rarity,1,100001,125,300003,1
154,120072,fortune,monster,rarity,2,100001,130,300003,1
155,120073,fortune,monster,rarity,3,100001,138,300003,1
156,120074,fortune,monster,rarity,4,100001,153,300003,1
157,120075,fortune,monster,rarity,5,100001,177,300003,1
158,120076,fortune,monster,rarity,6,100001,217,300003,1
159,120077,fortune,monster,rarity,7,100001,277,300003,1
160,120081,fortune,monster,rarity,1,100001,125,300003,1
161,120082,fortune,monster,rarity,2,100001,130,300003,1
162,120083,fortune,monster,rarity,3,100001,138,300003,1
163,120084,fortune,monster,rarity,4,100001,153,300003,1
164,120085,fortune,monster,rarity,5,100001,177,300003,1
165,120086,fortune,monster,rarity,6,100001,217,300003,1
166,120087,fortune,monster,rarity,7,100001,277,300003,1
167,120091,fortune,monster,epic,1,100001,209,300004,1
168,120092,fortune,monster,epic,2,100001,214,300004,1
169,120093,fortune,monster,epic,3,100001,223,300004,1
170,120094,fortune,monster,epic,4,100001,240,300004,1
171,120095,fortune,monster,epic,5,100001,267,300004,1
172,120096,fortune,monster,epic,6,100001,311,300004,1
173,120097,fortune,monster,epic,7,100001,378,300004,1
174,120098,fortune,monster,epic,8,100001,471,300004,1
175,120101,fortune,monster,rare,1,100001,21,300002,1
176,120102,fortune,monster,rare,2,100001,25,300002,1
177,120103,fortune,monster,rare,3,100001,33,300002,1
178,120104,fortune,monster,rare,4,100001,46,300002,1
179,120105,fortune,monster,rare,5,100001,67,300002,1
180,120106,fortune,monster,rare,6,100001,103,300002,1
181,120111,fortune,monster,rarity,1,100001,125,300003,1
182,120112,fortune,monster,rarity,2,100001,130,300003,1
183,120113,fortune,monster,rarity,3,100001,138,300003,1
184,120114,fortune,monster,rarity,4,100001,153,300003,1
185,120115,fortune,monster,rarity,5,100001,177,300003,1
186,120116,fortune,monster,rarity,6,100001,217,300003,1
187,120117,fortune,monster,rarity,7,100001,277,300003,1
188,120121,fortune,monster,rarity,1,100001,125,300003,1
189,120122,fortune,monster,rarity,2,100001,130,300003,1
190,120123,fortune,monster,rarity,3,100001,138,300003,1
191,120124,fortune,monster,rarity,4,100001,153,300003,1
192,120125,fortune,monster,rarity,5,100001,177,300003,1
193,120126,fortune,monster,rarity,6,100001,217,300003,1
194,120127,fortune,monster,rarity,7,100001,277,300003,1
195,120131,fortune,monster,rarity,1,100001,125,300003,1
196,120132,fortune,monster,rarity,2,100001,130,300003,1
197,120133,fortune,monster,rarity,3,100001,138,300003,1
198,120134,fortune,monster,rarity,4,100001,153,300003,1
199,120135,fortune,monster,rarity,5,100001,177,300003,1
200,120136,fortune,monster,rarity,6,100001,217,300003,1
201,120137,fortune,monster,rarity,7,100001,277,300003,1
202,120141,fortune,monster,epic,1,100001,209,300004,1
203,120142,fortune,monster,epic,2,100001,214,300004,1
204,120143,fortune,monster,epic,3,100001,223,300004,1
205,120144,fortune,monster,epic,4,100001,240,300004,1
206,120145,fortune,monster,epic,5,100001,267,300004,1
207,120146,fortune,monster,epic,6,100001,311,300004,1
208,120147,fortune,monster,epic,7,100001,378,300004,1
209,120148,fortune,monster,epic,8,100001,471,300004,1
210,120151,fortune,monster,epic,1,100001,209,300004,1
211,120152,fortune,monster,epic,2,100001,214,300004,1
212,120153,fortune,monster,epic,3,100001,223,300004,1
213,120154,fortune,monster,epic,4,100001,240,300004,1
214,120155,fortune,monster,epic,5,100001,267,300004,1
215,120156,fortune,monster,epic,6,100001,311,300004,1
216,120157,fortune,monster,epic,7,100001,378,300004,1
217,120158,fortune,monster,epic,8,100001,471,300004,1
218,120161,fortune,monster,normal,1,100001,4,300001,1
219,120162,fortune,monster,normal,2,100001,8,300001,1
220,120163,fortune,monster,normal,3,100001,15,300001,1
221,120164,fortune,monster,normal,4,100001,26,300001,1
222,120165,fortune,monster,normal,5,100001,45,300001,1
223,120171,fortune,monster,normal,1,100001,4,300001,1
224,120172,fortune,monster,normal,2,100001,8,300001,1
225,120173,fortune,monster,normal,3,100001,15,300001,1
226,120174,fortune,monster,normal,4,100001,26,300001,1
227,120175,fortune,monster,normal,5,100001,45,300001,1
228,120181,fortune,monster,rare,1,100001,21,300002,1
229,120182,fortune,monster,rare,2,100001,25,300002,1
230,120183,fortune,monster,rare,3,100001,33,300002,1
231,120184,fortune,monster,rare,4,100001,46,300002,1
232,120185,fortune,monster,rare,5,100001,67,300002,1
233,120186,fortune,monster,rare,6,100001,103,300002,1
234,120191,fortune,monster,rare,1,100001,21,300002,1
235,120192,fortune,monster,rare,2,100001,25,300002,1
236,120193,fortune,monster,rare,3,100001,33,300002,1
237,120194,fortune,monster,rare,4,100001,46,300002,1
238,120195,fortune,monster,rare,5,100001,67,300002,1
239,120196,fortune,monster,rare,6,100001,103,300002,1
240,130011,balance,monster,normal,1,100001,4,300001,1
241,130012,balance,monster,normal,2,100001,8,300001,1
242,130013,balance,monster,normal,3,100001,15,300001,1
243,130014,balance,monster,normal,4,100001,26,300001,1
244,130015,balance,monster,normal,5,100001,45,300001,1
245,130021,balance,monster,normal,1,100001,4,300001,1
246,130022,balance,monster,normal,2,100001,8,300001,1
247,130023,balance,monster,normal,3,100001,15,300001,1
248,130024,balance,monster,normal,4,100001,26,300001,1
249,130025,balance,monster,normal,5,100001,45,300001,1
250,130031,balance,monster,normal,1,100001,4,300001,1
251,130032,balance,monster,normal,2,100001,8,300001,1
252,130033,balance,monster,normal,3,100001,15,300001,1
253,130034,balance,monster,normal,4,100001,26,300001,1
254,130035,balance,monster,normal,5,100001,45,300001,1
255,130041,balance,monster,rare,1,100001,21,300002,1
256,130042,balance,monster,rare,2,100001,25,300002,1
257,130043,balance,monster,rare,3,100001,33,300002,1
258,130044,balance,monster,rare,4,100001,46,300002,1
259,130045,balance,monster,rare,5,100001,67,300002,1
260,130046,balance,monster,rare,6,100001,103,300002,1
261,130051,balance,monster,rare,1,100001,21,300002,1
262,130052,balance,monster,rare,2,100001,25,300002,1
263,130053,balance,monster,rare,3,100001,33,300002,1
264,130054,balance,monster,rare,4,100001,46,300002,1
265,130055,balance,monster,rare,5,100001,67,300002,1
266,130056,balance,monster,rare,6,100001,103,300002,1
267,130061,balance,monster,rare,1,100001,21,300002,1
268,130062,balance,monster,rare,2,100001,25,300002,1
269,130063,balance,monster,rare,3,100001,33,300002,1
270,130064,balance,monster,rare,4,100001,46,300002,1
271,130065,balance,monster,rare,5,100001,67,300002,1
272,130066,balance,monster,rare,6,100001,103,300002,1
273,130071,balance,monster,rarity,1,100001,125,300003,1
274,130072,balance,monster,rarity,2,100001,130,300003,1
275,130073,balance,monster,rarity,3,100001,138,300003,1
276,130074,balance,monster,rarity,4,100001,153,300003,1
277,130075,balance,monster,rarity,5,100001,177,300003,1
278,130076,balance,monster,rarity,6,100001,217,300003,1
279,130077,balance,monster,rarity,7,100001,277,300003,1
280,130081,balance,monster,rarity,1,100001,125,300003,1
281,130082,balance,monster,rarity,2,100001,130,300003,1
282,130083,balance,monster,rarity,3,100001,138,300003,1
283,130084,balance,monster,rarity,4,100001,153,300003,1
284,130085,balance,monster,rarity,5,100001,177,300003,1
285,130086,balance,monster,rarity,6,100001,217,300003,1
286,130087,balance,monster,rarity,7,100001,277,300003,1
287,130091,balance,monster,epic,1,100001,209,300004,1
288,130092,balance,monster,epic,2,100001,214,300004,1
289,130093,balance,monster,epic,3,100001,223,300004,1
290,130094,balance,monster,epic,4,100001,240,300004,1
291,130095,balance,monster,epic,5,100001,267,300004,1
292,130096,balance,monster,epic,6,100001,311,300004,1
293,130097,balance,monster,epic,7,100001,378,300004,1
294,130098,balance,monster,epic,8,100001,471,300004,1
295,130101,balance,monster,rare,1,100001,21,300002,1
296,130102,balance,monster,rare,2,100001,25,300002,1
297,130103,balance,monster,rare,3,100001,33,300002,1
298,130104,balance,monster,rare,4,100001,46,300002,1
299,130105,balance,monster,rare,5,100001,67,300002,1
300,130106,balance,monster,rare,6,100001,103,300002,1
301,130111,balance,monster,rarity,1,100001,125,300003,1
302,130112,balance,monster,rarity,2,100001,130,300003,1
303,130113,balance,monster,rarity,3,100001,138,300003,1
304,130114,balance,monster,rarity,4,100001,153,300003,1
305,130115,balance,monster,rarity,5,100001,177,300003,1
306,130116,balance,monster,rarity,6,100001,217,300003,1
307,130117,balance,monster,rarity,7,100001,277,300003,1
308,130121,balance,monster,rarity,1,100001,125,300003,1
309,130122,balance,monster,rarity,2,100001,130,300003,1
310,130123,balance,monster,rarity,3,100001,138,300003,1
311,130124,balance,monster,rarity,4,100001,153,300003,1
312,130125,balance,monster,rarity,5,100001,177,300003,1
313,130126,balance,monster,rarity,6,100001,217,300003,1
314,130127,balance,monster,rarity,7,100001,277,300003,1
315,130131,balance,monster,rarity,1,100001,125,300003,1
316,130132,balance,monster,rarity,2,100001,130,300003,1
317,130133,balance,monster,rarity,3,100001,138,300003,1
318,130134,balance,monster,rarity,4,100001,153,300003,1
319,130135,balance,monster,rarity,5,100001,177,300003,1
320,130136,balance,monster,rarity,6,100001,217,300003,1
321,130137,balance,monster,rarity,7,100001,277,300003,1
322,130141,balance,monster,epic,1,100001,209,300004,1
323,130142,balance,monster,epic,2,100001,214,300004,1
324,130143,balance,monster,epic,3,100001,223,300004,1
325,130144,balance,monster,epic,4,100001,240,300004,1
326,130145,balance,monster,epic,5,100001,267,300004,1
327,130146,balance,monster,epic,6,100001,311,300004,1
328,130147,balance,monster,epic,7,100001,378,300004,1
329,130148,balance,monster,epic,8,100001,471,300004,1
330,130141,balance,monster,epic,1,100001,209,300004,1
331,130142,balance,monster,epic,2,100001,214,300004,1
332,130143,balance,monster,epic,3,100001,223,300004,1
333,130144,balance,monster,epic,4,100001,240,300004,1
334,130145,balance,monster,epic,5,100001,267,300004,1
335,130146,balance,monster,epic,6,100001,311,300004,1
336,130147,balance,monster,epic,7,100001,378,300004,1
337,130148,balance,monster,epic,8,100001,471,300004,1
338,130151,balance,monster,epic,1,100001,209,300004,1
339,130152,balance,monster,epic,2,100001,214,300004,1
340,130153,balance,monster,epic,3,100001,223,300004,1
341,130154,balance,monster,epic,4,100001,240,300004,1
342,130155,balance,monster,epic,5,100001,267,300004,1
343,130156,balance,monster,epic,6,100001,311,300004,1
344,130157,balance,monster,epic,7,100001,378,300004,1
345,130158,balance,monster,epic,8,100001,471,300004,1
346,130161,balance,monster,normal,1,100001,4,300001,1
347,130162,balance,monster,normal,2,100001,8,300001,1
348,130163,balance,monster,normal,3,100001,15,300001,1
349,130164,balance,monster,normal,4,100001,26,300001,1
350,130165,balance,monster,normal,5,100001,45,300001,1
351,130171,balance,monster,normal,1,100001,4,300001,1
352,130172,balance,monster,normal,2,100001,8,300001,1
353,130173,balance,monster,normal,3,100001,15,300001,1
354,130174,balance,monster,normal,4,100001,26,300001,1
355,130175,balance,monster,normal,5,100001,45,300001,1
356,130181,balance,monster,rare,1,100001,21,300002,1
357,130182,balance,monster,rare,2,100001,25,300002,1
358,130183,balance,monster,rare,3,100001,33,300002,1
359,130184,balance,monster,rare,4,100001,46,300002,1
360,130185,balance,monster,rare,5,100001,67,300002,1
361,130186,balance,monster,rare,6,100001,103,300002,1
362,130191,balance,monster,rare,1,100001,21,300002,1
363,130192,balance,monster,rare,2,100001,25,300002,1
364,130193,balance,monster,rare,3,100001,33,300002,1
365,130194,balance,monster,rare,4,100001,46,300002,1
366,130195,balance,monster,rare,5,100001,67,300002,1
367,130196,balance,monster,rare,6,100001,103,300002,1
368,140011,nature,monster,normal,1,100001,4,300001,1
369,140012,nature,monster,normal,2,100001,8,300001,1
370,140013,nature,monster,normal,3,100001,15,300001,1
371,140014,nature,monster,normal,4,100001,26,300001,1
372,140015,nature,monster,normal,5,100001,45,300001,1
373,140021,nature,monster,normal,1,100001,4,300001,1
374,140022,nature,monster,normal,2,100001,8,300001,1
375,140023,nature,monster,normal,3,100001,15,300001,1
376,140024,nature,monster,normal,4,100001,26,300001,1
377,140025,nature,monster,normal,5,100001,45,300001,1
378,140031,nature,monster,normal,1,100001,4,300001,1
379,140032,nature,monster,normal,2,100001,8,300001,1
380,140033,nature,monster,normal,3,100001,15,300001,1
381,140034,nature,monster,normal,4,100001,26,300001,1
382,140035,nature,monster,normal,5,100001,45,300001,1
383,140041,nature,monster,rare,1,100001,21,300002,1
384,140042,nature,monster,rare,2,100001,25,300002,1
385,140043,nature,monster,rare,3,100001,33,300002,1
386,140044,nature,monster,rare,4,100001,46,300002,1
387,140045,nature,monster,rare,5,100001,67,300002,1
388,140046,nature,monster,rare,6,100001,103,300002,1
389,140051,nature,monster,rare,1,100001,21,300002,1
390,140052,nature,monster,rare,2,100001,25,300002,1
391,140053,nature,monster,rare,3,100001,33,300002,1
392,140054,nature,monster,rare,4,100001,46,300002,1
393,140055,nature,monster,rare,5,100001,67,300002,1
394,140056,nature,monster,rare,6,100001,103,300002,1
395,140061,nature,monster,rare,1,100001,21,300002,1
396,140062,nature,monster,rare,2,100001,25,300002,1
397,140063,nature,monster,rare,3,100001,33,300002,1
398,140064,nature,monster,rare,4,100001,46,300002,1
399,140065,nature,monster,rare,5,100001,67,300002,1
400,140066,nature,monster,rare,6,100001,103,300002,1
401,140071,nature,monster,rarity,1,100001,125,300003,1
402,140072,nature,monster,rarity,2,100001,130,300003,1
403,140073,nature,monster,rarity,3,100001,138,300003,1
404,140074,nature,monster,rarity,4,100001,153,300003,1
405,140075,nature,monster,rarity,5,100001,177,300003,1
406,140076,nature,monster,rarity,6,100001,217,300003,1
407,140077,nature,monster,rarity,7,100001,277,300003,1
408,140081,nature,monster,rarity,1,100001,125,300003,1
409,140082,nature,monster,rarity,2,100001,130,300003,1
410,140083,nature,monster,rarity,3,100001,138,300003,1
411,140084,nature,monster,rarity,4,100001,153,300003,1
412,140085,nature,monster,rarity,5,100001,177,300003,1
413,140086,nature,monster,rarity,6,100001,217,300003,1
414,140087,nature,monster,rarity,7,100001,277,300003,1
415,140091,nature,monster,epic,1,100001,209,300004,1
416,140092,nature,monster,epic,2,100001,214,300004,1
417,140093,nature,monster,epic,3,100001,223,300004,1
418,140094,nature,monster,epic,4,100001,240,300004,1
419,140095,nature,monster,epic,5,100001,267,300004,1
420,140096,nature,monster,epic,6,100001,311,300004,1
421,140097,nature,monster,epic,7,100001,378,300004,1
422,140098,nature,monster,epic,8,100001,471,300004,1
423,140101,nature,monster,rare,1,100001,21,300002,1
424,140102,nature,monster,rare,2,100001,25,300002,1
425,140103,nature,monster,rare,3,100001,33,300002,1
426,140104,nature,monster,rare,4,100001,46,300002,1
427,140105,nature,monster,rare,5,100001,67,300002,1
428,140106,nature,monster,rare,6,100001,103,300002,1
429,140111,nature,monster,rarity,1,100001,125,300003,1
430,140112,nature,monster,rarity,2,100001,130,300003,1
431,140113,nature,monster,rarity,3,100001,138,300003,1
432,140114,nature,monster,rarity,4,100001,153,300003,1
433,140115,nature,monster,rarity,5,100001,177,300003,1
434,140116,nature,monster,rarity,6,100001,217,300003,1
435,140117,nature,monster,rarity,7,100001,277,300003,1
436,140121,nature,monster,rarity,1,100001,125,300003,1
437,140122,nature,monster,rarity,2,100001,130,300003,1
438,140123,nature,monster,rarity,3,100001,138,300003,1
439,140124,nature,monster,rarity,4,100001,153,300003,1
440,140125,nature,monster,rarity,5,100001,177,300003,1
441,140126,nature,monster,rarity,6,100001,217,300003,1
442,140127,nature,monster,rarity,7,100001,277,300003,1
443,140131,nature,monster,rarity,1,100001,125,300003,1
444,140132,nature,monster,rarity,2,100001,130,300003,1
445,140133,nature,monster,rarity,3,100001,138,300003,1
446,140134,nature,monster,rarity,4,100001,153,300003,1
447,140135,nature,monster,rarity,5,100001,177,300003,1
448,140136,nature,monster,rarity,6,100001,217,300003,1
449,140137,nature,monster,rarity,7,100001,277,300003,1
450,140141,nature,monster,epic,1,100001,209,300004,1
451,140142,nature,monster,epic,2,100001,214,300004,1
452,140143,nature,monster,epic,3,100001,223,300004,1
453,140144,nature,monster,epic,4,100001,240,300004,1
454,140145,nature,monster,epic,5,100001,267,300004,1
455,140146,nature,monster,epic,6,100001,311,300004,1
456,140147,nature,monster,epic,7,100001,378,300004,1
457,140148,nature,monster,epic,8,100001,471,300004,1
458,140151,nature,monster,epic,1,100001,209,300004,1
459,140152,nature,monster,epic,2,100001,214,300004,1
460,140153,nature,monster,epic,3,100001,223,300004,1
461,140154,nature,monster,epic,4,100001,240,300004,1
462,140155,nature,monster,epic,5,100001,267,300004,1
463,140156,nature,monster,epic,6,100001,311,300004,1
464,140157,nature,monster,epic,7,100001,378,300004,1
465,140158,nature,monster,epic,8,100001,471,300004,1
466,140161,nature,monster,normal,1,100001,4,300001,1
467,140162,nature,monster,normal,2,100001,8,300001,1
468,140163,nature,monster,normal,3,100001,15,300001,1
469,140164,nature,monster,normal,4,100001,26,300001,1
470,140165,nature,monster,normal,5,100001,45,300001,1
471,140171,nature,monster,normal,1,100001,4,300001,1
472,140172,nature,monster,normal,2,100001,8,300001,1
473,140173,nature,monster,normal,3,100001,15,300001,1
474,140174,nature,monster,normal,4,100001,26,300001,1
475,140175,nature,monster,normal,5,100001,45,300001,1
476,140181,nature,monster,rare,1,100001,21,300002,1
477,140182,nature,monster,rare,2,100001,25,300002,1
478,140183,nature,monster,rare,3,100001,33,300002,1
479,140184,nature,monster,rare,4,100001,46,300002,1
480,140185,nature,monster,rare,5,100001,67,300002,1
481,140186,nature,monster,rare,6,100001,103,300002,1
482,140191,nature,monster,rare,1,100001,21,300002,1
483,140192,nature,monster,rare,2,100001,25,300002,1
484,140193,nature,monster,rare,3,100001,33,300002,1
485,140194,nature,monster,rare,4,100001,46,300002,1
486,140195,nature,monster,rare,5,100001,67,300002,1
487,140196,nature,monster,rare,6,100001,103,300002,1
488,150011,chaos,monster,normal,1,100001,4,300001,1
489,150012,chaos,monster,normal,2,100001,8,300001,1
490,150013,chaos,monster,normal,3,100001,15,300001,1
491,150014,chaos,monster,normal,4,100001,26,300001,1
492,150015,chaos,monster,normal,5,100001,45,300001,1
493,150021,chaos,monster,normal,1,100001,4,300001,1
494,150022,chaos,monster,normal,2,100001,8,300001,1
495,150023,chaos,monster,normal,3,100001,15,300001,1
496,150024,chaos,monster,normal,4,100001,26,300001,1
497,150025,chaos,monster,normal,5,100001,45,300001,1
498,150031,chaos,monster,normal,1,100001,4,300001,1
499,150032,chaos,monster,normal,2,100001,8,300001,1
500,150033,chaos,monster,normal,3,100001,15,300001,1
501,150034,chaos,monster,normal,4,100001,26,300001,1
502,150035,chaos,monster,normal,5,100001,45,300001,1
503,150041,chaos,monster,rare,1,100001,21,300002,1
504,150042,chaos,monster,rare,2,100001,25,300002,1
505,150043,chaos,monster,rare,3,100001,33,300002,1
506,150044,chaos,monster,rare,4,100001,46,300002,1
507,150045,chaos,monster,rare,5,100001,67,300002,1
508,150046,chaos,monster,rare,6,100001,103,300002,1
509,150051,chaos,monster,rare,1,100001,21,300002,1
510,150052,chaos,monster,rare,2,100001,25,300002,1
511,150053,chaos,monster,rare,3,100001,33,300002,1
512,150054,chaos,monster,rare,4,100001,46,300002,1
513,150055,chaos,monster,rare,5,100001,67,300002,1
514,150056,chaos,monster,rare,6,100001,103,300002,1
515,150061,chaos,monster,rare,1,100001,21,300002,1
516,150062,chaos,monster,rare,2,100001,25,300002,1
517,150063,chaos,monster,rare,3,100001,33,300002,1
518,150064,chaos,monster,rare,4,100001,46,300002,1
519,150065,chaos,monster,rare,5,100001,67,300002,1
520,150066,chaos,monster,rare,6,100001,103,300002,1
521,150071,chaos,monster,rarity,1,100001,125,300003,1
522,150072,chaos,monster,rarity,2,100001,130,300003,1
523,150073,chaos,monster,rarity,3,100001,138,300003,1
524,150074,chaos,monster,rarity,4,100001,153,300003,1
525,150075,chaos,monster,rarity,5,100001,177,300003,1
526,150076,chaos,monster,rarity,6,100001,217,300003,1
